Chromosome	Approved_Gene_Symbol	OMIM_INFO
chr10	FBXW4	608071.0 | FBXW4, DAC, FBW4, FBWD4 | F-box and WD repeat domain containing 4 | 6468.0 | ENSG00000107829 | nan | nan
chr10	FGF8	600483.0 | FGF8, HH6 | Fibroblast growth factor-8 | 2253.0 | ENSG00000107831 | nan | Hypogonadotropic hypogonadism 6 with or without anosmia, 612702 (3), Autosomal dominant
chr10	NPM3	606456.0 | NPM3 | Nucleophosmin/nucleoplasmin family, member 3 | 10360.0 | ENSG00000107833 | nan | nan
chr10	OGA	604039.0 | OGA, MGEA5, NCOAT | O-GlcNAcase | 10724.0 | ENSG00000198408 | nan | nan
chr10	KCNIP2	604661.0 | KCNIP2, KCHIP2 | Potassium channel-interacting protein 2 | 30819.0 | ENSG00000120049 | nan | nan
chr10	ARMH3	620867.0 | ARMH3, C10orf76 | Armadillo-like helical domain-containing protein 3 | 79591.0 | ENSG00000120029 | nan | nan
chr10	HPS6	607522.0 | HPS6, RU | HPS6 biogenesis of lysosomal organelles complex 2 subunit 3 | 79803.0 | ENSG00000166189 | nan | Hermansky-Pudlak syndrome 6, 614075 (3), Autosomal recessive
chr10	LDB1	603451.0 | LDB1, CLIM2, NLI | LIM domain-binding factor-1 | 8861.0 | ENSG00000198728 | nan | nan
chr10	PPRC1	617462.0 | PPRC1, PRC, KIAA0595 | Peroxisome proliferator-activated receptor-gamma, coactivator-related protein 1 | 23082.0 | ENSG00000148840 | nan | nan
chr10	NOLC1	602394.0 | NOLC1, p130, NOPP140 | Nucleolar and coiled-body phosphoprotein 1 | 9221.0 | ENSG00000166197 | nan | nan
chr10	ELOVL3	611815.0 | ELOVL3, CIG30 | Elongation of very long chain fatty acids-like 3 | 83401.0 | ENSG00000119915 | nan | nan
chr10	PITX3	602669.0 | PITX3, CTPP4, CTRCT11, ASGD1 | Paired-like homeodomain transcription factor-3 | 5309.0 | ENSG00000107859 | nan | Cataract 11, multiple types, 610623 (3), Autosomal recessive, Autosomal dominant; Anterior segment dysgenesis 1, multiple subtypes, 107250 (3), Autosomal dominant; Cataract 11, syndromic, autosomal recessive, 610623 (3), Autosomal recessive, Autosomal dominant
chr10	GBF1	603698.0 | GBF1, CMT2GG | Golgi-specific brefeldin-A resistance factor 1 | 8729.0 | ENSG00000107862 | nan | Charcot-Marie-Tooth disease, axonal, type 2GG, 606483 (3), Autosomal dominant
chr10	NFKB2	164012.0 | NFKB2, LYT10, CVID10 | Nuclear factor kappa-B, subunit 2 (p49/p100) | 4791.0 | ENSG00000077150 | nan | Immunodeficiency, common variable, 10, 615577 (3), Autosomal dominant
chr10	PSD	602327.0 | PSD | Pleckstrin and Sec7 domain protein | 5662.0 | ENSG00000059915 | nan | nan
chr10	FBXL15	610287.0 | FBXL15, JET | F-box and leucine-rich repeat protein 15 | 79176.0 | ENSG00000107872 | nan | nan
chr10	CUEDC2	614142.0 | CUEDC2 | Cue domain-containing protein 2 | 79004.0 | ENSG00000107874 | nan | nan
chr10	MIR146B	610567.0 | MIR146B | Micro RNA 146B | 574447.0 | ENSG00000202569 | nan | nan
chr10	MFSD13A	620255.0 | MFSD13A, TMEM180 | Major facilitator superfamily domain-containing protein 13A | 79847.0 | ENSG00000138111 | nan | nan
chr10	ACTR1A	605143.0 | ACTR1A, ARP1 | Actin-related protein 1A | 10121.0 | ENSG00000138107 | nan | nan
chr10	SUFU	607035.0 | SUFU, SUFUXL, SUFUH, JBTS32, BCNS2 | Suppressor of fused | 51684.0 | ENSG00000107882 | nan | {Meningioma, familial, susceptibility to}, 607174 (3), Autosomal dominant; Joubert syndrome 32, 617757 (3), Autosomal recessive; Basal cell nevus syndrome 2, 620343 (3); {Medulloblastoma}, 155255 (3), Autosomal recessive, Autosomal dominant, Somatic mutation
chr10	TRIM8	606125.0 | TRIM8, RNF27, GERP, FSGSNEDS | Tripartite motif-containing 8 | 81603.0 | ENSG00000171206 | nan | Focal segmental glomerulosclerosis and neurodevelopmental syndrome, 619428 (3), Autosomal dominant
chr10	ARL3	604695.0 | ARL3, ARFL3, JBTS35, RP83 | ADP ribosylation factor-like GTPase 3 | 403.0 | ENSG00000138175 | nan | Retinitis pigmentosa 83, 618173 (3), Autosomal dominant; Joubert syndrome 35, 618161 (3), Autosomal recessive
chr10	SFXN2	615570.0 | SFXN2 | Sideroflexin 2 | 118980.0 | ENSG00000156398 | nan | nan
chr10	WBP1L	611129.0 | C10orf26, OPAL1 | Chromosome 10 open reading frame 26 | 54838.0 | ENSG00000166272 | nan | nan
chr10	CYP17A1	609300.0 | CYP17A1, CYP17, P450C17 | Cytochrome P450, family 17, subfamily A, polypeptide 1 (steroid 17-alpha-hydroxylase) | 1586.0 | ENSG00000148795 | at least 2 genes; distal to GOT1 | 17,20-lyase deficiency, isolated, 202110 (3), Autosomal recessive; 17-alpha-hydroxylase/17,20-lyase deficiency, 202110 (3), Autosomal recessive
chr10	BORCS7	616600.0 | BORCS7, C10orf32 | BLOC1-related complex, subunit 7 | 119032.0 | ENSG00000166275 | nan | nan
chr10	AS3MT	611806.0 | AS3MT, CYT19 | Arsenic (+3 oxidation state) methyltransferase | 57412.0 | ENSG00000214435 | nan | nan
chr10	CNNM2	607803.0 | CNNM2, ACDP2, HOMG6, HOMGSMR | Cyclin M2 | 54805.0 | ENSG00000148842 | nan | Hypomagnesemia 6, renal, 613882 (3), Autosomal dominant; Hypomagnesemia, seizures, and impaired intellectual development 1, 616418 (3), Autosomal recessive, Autosomal dominant
chr10	NT5C2	600417.0 | NT5C2, NT5B, PNT5, SPG45 | 5' nucleotidase, cytosolic II | 22978.0 | ENSG00000076685 | nan | Spastic paraplegia 45, autosomal recessive, 613162 (3), Autosomal recessive
chr10	INA	605338.0 | INA, NF66, NEF5 | Internexin, alpha | 9118.0 | ENSG00000148798 | nan | nan
chr10	PCGF6	607816.0 | PCGF6, RNF134, MBLR | Polycomb group ring finger 6 | 84108.0 | ENSG00000156374 | nan | nan
chr10	TAF5	601787.0 | TAF5, TAF2D, TAFII100 | TAF5 RNA polymerase II, TATA box binding protein-associated factor, 100kD | 6877.0 | ENSG00000148835 | nan | nan
chr10	ATP5MK	615204.0 | ATP5MD, USMG5, DAPIT, MC5DN6 | ATP synthase membrane subunit DAPIT | 84833.0 | ENSG00000173915 | nan | Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6, 618683 (3), Autosomal recessive
chr10	PDCD11	612333.0 | PDCD11, ALG4, NFBP, KIAA0185 | Programmed cell death 11 | 22984.0 | ENSG00000148843 | nan | nan
chr10	CALHM2	612235.0 | CALHM2, FAM26B | Calcium homeostasis modulator 2 | 51063.0 | ENSG00000138172 | nan | nan
chr10	CALHM1	612234.0 | CALHM1, FAM26C | Calcium homeostasis modulator 1 | 255022.0 | ENSG00000185933 | ?Alzheimer disease, 605526 | nan
chr10	CALHM3	618263.0 | CALHM3 | Calcium homeostasis modulator 3 | 119395.0 | ENSG00000183128 | nan | nan
chr10	NEURL1	603804.0 | NEURL1, NEURL, NEUR1 | Neuralized E3 ubiquitin protein ligase 1 | 9148.0 | ENSG00000107954 | nan | nan
chr10	SH3PXD2A	619455.0 | SH3PXD2A, FISH, TKS5 | SH3 and PX domains-containing protein 2A | 9644.0 | ENSG00000107957 | nan | nan
chr10	STN1	613128.0 | STN1, OBFC1, AAF44 | STN1, CST complex subunit | 79991.0 | ENSG00000107960 | nan | Cerebroretinal microangiopathy with calcifications and cysts 2, 617341 (3), Autosomal recessive
chr10	SLK	616563.0 | SLK, LOSK, KIAA0204 | STE20-like protein kinase | 9748.0 | ENSG00000065613 | nan | nan
chr10	EIG4	609750.0 | EIG4 | Epilepsy, idiopathic generalized, susceptibility to 4 | 780913.0 | nan | between D16S397 and D16S3095 | {Epilepsy, idiopathic generalized, susceptibility to 4}, 609750 (2)
chr10	IDDM17	603266.0 | IDDM17 | Insulin-dependent diabetes mellitus-17 | 8691.0 | nan | nan | {Diabetes mellitus, insulin-dependent, 17}, 603266 (2)
chr10	COL17A1	113811.0 | COL17A1, BPAG2, ERED, JEB4 | Collagen XVII, alpha-1 polypeptide | 1308.0 | ENSG00000065618 | nan | Epithelial recurrent erosion dystrophy, 122400 (3), Autosomal dominant; Epidermolysis bullosa, junctional 4, intermediate, 619787 (3), Autosomal recessive
chr10	SFR1	616527.0 | SFR1, MEI5, C10orf78 | SWI5-dependent homologous recombination repair protein 1 | 119392.0 | ENSG00000156384 | nan | nan
chr10	CFAP43	617558.0 | CFAP43, WDR96, C10orf79, SPGF19, HYDNP1 | Cilia- and flagella-associated protein 43 | 80217.0 | ENSG00000197748 | mutation identified in 1 HYDNP1 family | Hydrocephalus, normal pressure, 1, 236690 (3), Autosomal dominant; Spermatogenic failure 19, 617592 (3), Autosomal recessive
chr10	GSTO1	605482.0 | GSTO1 | Glutathione S-transferase, omega-1 | 9446.0 | ENSG00000148834 | nan | nan
chr10	GSTO2	612314.0 | GSTO2 | Glutathione S-transferase, omega-2 | 119391.0 | ENSG00000065621 | nan | nan
chr10	ITPRIP	620205.0 | ITPRIP, DANGER, KIAA1754 | Inositol 1,4,5-trisphosphate receptor-interacting protein | 85450.0 | ENSG00000148841 | nan | nan
chr10	CFAP58	619129.0 | CFAP58, SPGF49 | Cilia- and flagella-associated protein 58 | 159686.0 | ENSG00000120051 | nan | Spermatogenic failure 49, 619144 (3), Autosomal recessive
chr10	SORCS3	606285.0 | SORCS3, KIAA1059 | SORCS receptor 3 | 22986.0 | ENSG00000156395 | nan | nan
chr10	SORCS1	606283.0 | SORCS1 | Sortilin-related VPS10 domain-containing receptor 1 | 114815.0 | ENSG00000108018 | nan | nan
chr10	XPNPEP1	602443.0 | XPNPEP1, SAMP, XPNPEPL | X-prolyl aminopeptidase P1 | 7511.0 | ENSG00000108039 | nan | nan
chr10	ADD3	601568.0 | ADD3, ADDL, CPSQ3 | Adducin-3, gamma | 120.0 | ENSG00000148700 | fusion with NUP98 in T-ALL | Cerebral palsy, spastic quadriplegic, 3, 617008 (3), Autosomal recessive
chr10	MXI1	600020.0 | MXI1 | MAX-interacting protein 1 | 4601.0 | ENSG00000119950 | nan | Prostate cancer, somatic, 176807 (3); Neurofibrosarcoma, somatic (3)
chr10	SMNDC1	603519.0 | SMNR, SPF30 | Survival motor neuron-related protein | 10285.0 | ENSG00000119953 | nan | nan
chr10	DUSP5	603069.0 | DUSP5, HVH3 | Dual-specificity phosphatase-5 | 1847.0 | ENSG00000138166 | nan | nan
chr10	SMC3	606062.0 | SMC3, CSPG6, HCAP, BAM, CDLS3 | Structural maintenance of chromosomes 3 | 9126.0 | ENSG00000108055 | nan | Cornelia de Lange syndrome 3, 610759 (3), Autosomal dominant
chr10	RBM20	613171.0 | RBM20 | RNA-binding motif protein 20 | 282996.0 | ENSG00000203867 | nan | Cardiomyopathy, dilated, 1DD, 613172 (3), Autosomal dominant
chr10	PDCD4	608610.0 | PDCD4 | Programmed cell death 4 | 27250.0 | ENSG00000150593 | nan | nan
chr10	BBIP1	613605.0 | BBIP1, NCRNA00081, BBIP10, BBS18 | BBSome interacting protein 1 | 92482.0 | ENSG00000214413 | nan | Bardet-Biedl syndrome 18, 615995 (3), Autosomal recessive
chr10	SHOC2	602775.0 | SHOC2, SIAA0862, SOC2, SUR8, NSLH1 | SHOC2 leucine-rich repeat scaffold protein | 8036.0 | ENSG00000108061 | nan | Noonan syndrome-like with loose anagen hair 1, 607721 (3), Autosomal dominant
chr10	ADRA2A	104210.0 | ADRA2A, ADRA2R, FPLD8 | Adrenergic, alpha-2A-, receptor | 150.0 | ENSG00000150594 | mutation identified in 1 FPLD8 family | ?Lipodystrophy, familial partial, type 8, 620679 (3), Autosomal dominant
chr10	GPAM	602395.0 | GPAM | Glycerol-3-phosphate acyltransferase | 57678.0 | ENSG00000119927 | nan | nan
chr10	TECTB	602653.0 | TECTB | Tectorin, beta | 6975.0 | ENSG00000119913 | nan | nan
chr10	ACSL5	605677.0 | ACSL5, FACL5, ACS5, DIAR13 | Acyl-CoA synthetase long-chain family member 5 | 51703.0 | ENSG00000197142 | mutation identified in 1 DIAR13 family | ?Diarrhea 13, 620357 (3), Autosomal recessive
chr10	ZDHHC6	618715.0 | ZDHHC6, DHHC6 | Zinc finger DHHC-type palmitoyltransferase 6 | 64429.0 | ENSG00000023041 | nan | nan
chr10	VTI1A	614316.0 | VTI1A, VTI1RP2, MMDS3 | Vesicle transport through interaction with T-snares 1A | 143187.0 | ENSG00000151532 | nan | nan
chr10	TCF7L2	602228.0 | TCF7L2, TCF4 | Transcription factor 7-like 2 | 6934.0 | ENSG00000148737 | nan | {Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant
chr10	HABP2	603924.0 | HABP2, PHBP, HGFAL, FSAP, NMTC5 | Hyaluronan-binding protein 2 | 3026.0 | ENSG00000148702 | mutation identified in 1 NMTC5 family | {?Thyroid cancer, nonmedullary, 5}, 616535 (3), Autosomal dominant; {Venous thromboembolism, susceptibility to}, 188050 (3), Autosomal dominant
chr10	NRAP	602873.0 | NRAP | Nebulin-related anchoring protein | 4892.0 | ENSG00000197893 | nan | nan
chr10	CASP7	601761.0 | CASP7, MCH3 | Caspase 7, apoptosis-related cysteine protease | 840.0 | ENSG00000165806 | nan | nan
chr10	DCLRE1A	609682.0 | DCLRE1A, SNM1, SNM1A, KIAA0086 | DNA cross-link repair protein 1A | 9937.0 | ENSG00000198924 | nan | nan
chr10	NHLRC2	618277.0 | NHLRC2, FINCA | NHL repeat-containing protein 2 | 374354.0 | ENSG00000196865 | nan | FINCA syndrome, 618278 (3), Autosomal recessive
chr10	ADRB1	109630.0 | ADRB1, ADRB1R, FNSS2 | Adrenergic, beta-1-, receptor | 153.0 | ENSG00000043591 | mutation identified in 1 FNSS2 family | ?[Short sleep, familial natural, 2], 618591 (3), Autosomal dominant; [Resting heart rate], 607276 (3)
chr10	CCDC186	619249.0 | CCDC186, CCCP1, C10orf118 | Coiled-coil domain-containing protein 186 | 55088.0 | ENSG00000165813 | nan | nan
chr10	TDRD1	605796.0 | TDRD1 | Tudor domain protein 1 | 56165.0 | ENSG00000095627 | nan | nan
chr10	VWA2	618281.0 | VWA2, CCSP2, AMACO | von Willebrand factor A domain-containing protein 2 | 340706.0 | ENSG00000165816 | nan | nan
chr10	AFAP1L2	612420.0 | AFAP1L2, XB130, KIAA1914 | Actin filament-associated protein 1-like protein 2 | 84632.0 | ENSG00000169129 | nan | nan
chr10	ABLIM1	602330.0 | LIMAB1 | LIM actin-binding protein-1 | 3983.0 | ENSG00000099204 | nan | nan
chr10	FHIP2A	617312.0 | FHIP2A, FAM160B1, KIAA1600 | FHF complex subunit hook-interacting protein 2A | 57700.0 | ENSG00000151553 | nan | nan
chr10	TRUB1	610726.0 | TRUB1, PUS4 | TRUB pseudouridine synthase, E. coli, homolog of, 1 | 142940.0 | ENSG00000165832 | nan | nan
chr10	ATRNL1	612869.0 | ATRNL1, KIAA0534, ALP | Attractin-like 1 | 26033.0 | ENSG00000107518 | nan | nan
chr10	GFRA1	601496.0 | GFRA1, GDNFRA, GDNFR, RHDA4 | GDNF family receptor, alpha-1 | 2674.0 | ENSG00000151892 | nan | Renal hypodysplasia/aplasia 4, 619887 (3), Autosomal recessive
chr10	PNLIP	246600.0 | PNLIP, PNLIPD | Pancreatic lipase | 5406.0 | ENSG00000175535 | mutation identified in 1 family | ?Pancreatic lipase deficiency, 614338 (3), Autosomal recessive
chr10	PNLIPRP1	604422.0 | PNLIPRP1, PLRP1 | Pancreatic lipase-related protein 1 | 5407.0 | ENSG00000187021 | nan | nan
chr10	PNLIPRP2	604423.0 | PNLIPRP2, PLRP2 | Pancreatic lipase-related protein 2 | 5408.0 | ENSG00000266200 | nan | nan
chr10	HSPA12A	610701.0 | HSPA12A, KIAA0417 | Heat-shock 70kD protein 12A | 259217.0 | ENSG00000165868 | nan | nan
chr10	ENO4	131375.0 | ENO4, ENOS | Enolase 4 | 387712.0 | ENSG00000188316 | nan | nan
chr10	SHTN1	611171.0 | SHTN1, KIAA1598, SHOOTIN1 | Shootin1 | 57698.0 | ENSG00000187164 | nan | nan
chr10	VAX1	604294.0 | VAX1, MCOPS11 | Ventral anterior homeobox 1 | 11023.0 | ENSG00000148704 | mutation identified in one MCOPS11 family | ?Microphthalmia, syndromic 11, 614402 (3), Autosomal recessive
chr10	KCNK18	613655.0 | KCNK18, TRESK, TRIK, MGR13 | Potassium channel, subfamily K, member 18 | 338567.0 | ENSG00000186795 | nan | {Migraine, with or without aura, susceptibility to, 13}, 613656 (3), Autosomal dominant
chr10	SLC18A2	193001.0 | SLC18A2, VAT2, SVMT, PKDYS2 | Solute carrier family 18 (vesicular monoamine), member 2 | 6571.0 | ENSG00000165646 | nan | Parkinsonism-dystonia, infantile, 2, 618049 (3), Autosomal recessive
chr10	PDZD8	614235.0 | PDZD8, IDDADF | PDZ domain-containing protein 8 | 118987.0 | ENSG00000165650 | nan | Intellectual developmental disorder with autism and dysmorphic facies, 620021 (3), Autosomal recessive
chr10	CORD17	615163.0 | CORD17 | Cone-rod dystrophy 17 | 101409267.0 | nan | between D10S1757 and D10S1782 | Cone-rod dystrophy 17, 615163 (2), Autosomal dominant
chr10		609625.0 | DEL10q26, C10q26DEL | Chromosome 10q26 deletion syndrome | nan | nan | nan | Chromosome 10q26 deletion syndrome, 609625 (4), Autosomal dominant
chr10	ENDO1	131200.0 | ENDO1 | Endometriosis, susceptibility to, 1 | 100188863.0 | nan | max lod at D10S587 | {Endometriosis, susceptibility to, 1}, 131200 (2), Autosomal recessive, Multifactorial
chr10	RRIS	609116.0 | RRIS | Respiratory rhythmicity in sleep | 497662.0 | nan | nan | [Respiratory rhythmicity in sleep], 609116 (2)
chr10	EMX2OS	607637.0 | EMX2OS | EMX2 opposite strand/ antisense RNA | 196047.0 | ENSG00000229847 | non-coding RNA | nan
chr10	EMX2	600035.0 | EMX2 | Empty spiracles homeobox 2 | 2018.0 | ENSG00000170370 | close to VAX1 | Schizencephaly, 269160 (3)
chr10	RAB11FIP2	608599.0 | RAB11FIP2, KIAA0941 | RAB11 family-interacting protein 2 | 22841.0 | ENSG00000107560 | nan | nan
chr10	CASC2	608598.0 | CASC2 | Cancer susceptibility candidate 2 | 255082.0 | ENSG00000177640 | head-to-head orientation with RAB11FIP2 | nan
chr10	PRLHR	600895.0 | GPR10 | G protein-coupled receptor-10 | 2834.0 | ENSG00000119973 | nan | nan
chr10	CACUL1	618764.0 | CACUL1, CAC1, C10orf46 | CDK2-associated cullin domain-containing protein 1 | 143384.0 | ENSG00000151893 | nan | nan
chr10	NANOS1	608226.0 | NANOS1, NOS1, SPGF12 | NANOS C2HC-type zinc finger 1 | 340719.0 | ENSG00000188613 | nan | Spermatogenic failure 12, 615413 (3), Autosomal dominant
chr10	EIF3A	602039.0 | EIF3A, EIF3S10, P167 | Eukaryotic translation initiation factor 3, subunit A | 8661.0 | ENSG00000107581 | nan | nan
chr10	SFXN4	615564.0 | SFXN4, COXPD18 | Sideroflexin 4 | 119559.0 | ENSG00000183605 | nan | Combined oxidative phosphorylation deficiency 18, 615578 (3), Autosomal recessive
chr10	PRDX3	604769.0 | PRDX3, AOP1, SCAR32, PPPCD | Peroxiredoxin 3 (antioxidant protein 1) | 10935.0 | ENSG00000165672 | nan | Spinocerebellar ataxia, autosomal recessive 32, 619862 (3), Autosomal recessive; Corneal dystrophy, punctiform and polychromatic pre-Descemet, 619871 (3), Autosomal dominant
chr10	GRK5	600870.0 | GRK5, GPRK5 | G protein-coupled receptor kinase 5 | 2869.0 | ENSG00000198873 | nan | nan
chr10	RGS10	602856.0 | RGS10 | Regulator of G protein signaling 10 | 6001.0 | ENSG00000148908 | nan | nan
chr10	TIAL1	603413.0 | TIAL1, TIAR, TCBP | Tia1 cytotoxic granule-associated RNA-binding protein-like 1 | 7073.0 | ENSG00000151923 | nan | nan
chr10	BAG3	603883.0 | BAG3, MFM6 | BCL2-associated athanogene 3 | 9531.0 | ENSG00000151929 | nan | Cardiomyopathy, dilated, 1HH, 613881 (3), Autosomal dominant; Myopathy, myofibrillar, 6, 612954 (3), Autosomal dominant
chr10	INPP5F	609389.0 | INPP5F, SAC2, KIAA0966 | Inositol polyphosphate 5-phosphatase F | 22876.0 | ENSG00000198825 | nan | nan
chr10	MCMBP	610909.0 | MCMBP, C10orf119 | Minichromosome maintenance complex-binding protein | 79892.0 | ENSG00000197771 | nan | nan
chr10	SEC23IP	617852.0 | SEC23IP | SEC23-interacting protein | 11196.0 | ENSG00000107651 | nan | nan
chr10	WDR11	606417.0 | WDR11, DR11, KIAA1351, BRWD2, HH14 | WD repeat-containing protein 11 | 55717.0 | ENSG00000120008 | nan | Intellectual developmental disorder, autosomal recessive 78, 620237 (3), Autosomal recessive; Hypogonadotropic hypogonadism 14 with or without anosmia, 614858 (3), Autosomal dominant
chr10	FGFR2	176943.0 | FGFR2, BEK, CFD1, JWS, TK14, BBDS | Fibroblast growth factor receptor-2 (bacteria-expressed kinase) | 2263.0 | ENSG00000066468 | nan | Bent bone dysplasia syndrome, 614592 (3), Autosomal dominant; LADD syndrome 1, 149730 (3), Autosomal dominant; Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis, 207410 (3), Autosomal dominant; Scaphocephaly and Axenfeld-Rieger anomaly (3); Jackson-Weiss syndrome, 123150 (3), Autosomal dominant; Gastric cancer, somatic, 613659 (3); Craniofacial-skeletal-dermatologic dysplasia, 101600 (3), Autosomal dominant; Apert syndrome, 101200 (3), Autosomal dominant; Pfeiffer syndrome, 101600 (3), Autosomal dominant; Craniosynostosis, nonspecific (3); ?Scaphocephaly, maxillary retrusion, and impaired intellectual development, 609579 (3); Beare-Stevenson cutis gyrata syndrome, 123790 (3), Autosomal dominant; Crouzon syndrome, 123500 (3), Autosomal dominant; Saethre-Chotzen syndrome, 101400 (3), Autosomal dominant
chr10	ATE1	607103.0 | ATE1 | Arginyltransferase 1 | 11101.0 | ENSG00000107669 | nan | nan
chr10	NSMCE4A	612987.0 | NSMCE4A, NSE4A | NSE4 homolog A, SMC5-SMC6 complex component | 54780.0 | ENSG00000107672 | nan | nan
chr10	TACC2	605302.0 | TACC2 | Transforming, acidic, coiled-coil-containing protein 2 | 10579.0 | ENSG00000138162 | nan | nan
chr10	PLEKHA1	607772.0 | PLEKHA1, TAPP1 | Pleckstrin homology domain-containing protein, family A, member 1 | 59338.0 | ENSG00000107679 | nan | nan
chr10	ARMS2	611313.0 | LOC387715, ARMD8 | LOC387715 gene | 387715.0 | ENSG00000254636 | nan | {Macular degeneration, age-related, 8}, 613778 (3)
chr10	HTRA1	602194.0 | HTRA1, PRSS11, ARMD7, CARASIL, CADASIL2 | HTRA serine peptidase 1 | 5654.0 | ENSG00000166033 | nan | {Macular degeneration, age-related, neovascular type}, 610149 (3); {Macular degeneration, age-related, 7}, 610149 (3); CARASIL syndrome, 600142 (3), Autosomal recessive; Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2, 616779 (3), Autosomal dominant
chr10	DMBT1	601969.0 | DMBT1 | Deleted in malignant brain tumors 1 | 1755.0 | ENSG00000187908 | nan | nan
chr10	CUZD1	616644.0 | CUZD1, ERG1, ITMAP1 | Cub and zona pellucida-like domains 1 | 50624.0 | ENSG00000138161 | nan | nan
